text, sentiment
one rare exhilar cinemat delight get even better hindsight mull everi nuanc mind, 0.19444
everyth work averag higher mari recent comedi, 0.16667
byzantin melodrama stimul higher brain function well libido, 0.84722
sensit expert act littl broad comedi unabash sentiment tear, 0.73611
film sharp often mischiev sens humor catch guard, 0.93056
fine documentari best extend warm invit unfamiliar world illumin fulli allow larger implic journey sink unobtrus, 0.33333
almost everi scene film gem could stand alon perfect realiz observ mood behavior intent, 0.5
psycholog rich suspens moral thriller stellar perform al pacino, 0.45833
wo believ much laugh audac cast sheer insan, 0.88889
version classic like predecessor pleasur still plenti, 0.33333
bourn ident summer screen escap use decad gear grownup, 0.80556
provid suspens credibl charact without reli techniqu pretenti dialogu, 0.84722
tri anyth would fail perhap explod level manic whimsi right, 0.66667
sincer exploit subject honest manipul audienc, 0.16667
satur bomb reggio imag glass evoc music ultim leav viewer task divin mean, 0.83333
serious sens purpos find way lay bare tragedi set good deal warmth humor, 0.45833
depress confirm everyth us object descript unelect suspect along georg bush incuri uncharismat overgrown frat boy mean streak mile wide, 0.51389
road movi give emot whiplash glad went along ride, 0.055556
sure film prove alway bad thing, 0.86111
lightheart film embrac truth power thing life love, 0.52778
recip terror, 0.51389
daughter danang film seen especi awar forgotten unment victim war, 0.5
zhang yimou deliv warm genuin charact lie dishonesti genuin believ way bring happi love one, 0.73611
breath surpris new life familiar amalgam genr ad true human complex charact, 0.375
hokey definit hurri sit back relax laugh littl one get fuzzi treat, 0.88889
pleasant romant comedi, 0.5
count time, 0.29167
greengrass deliv undoubt stylist manag element sound cinematographi skill, 0.41667
smith point simpl obvious peopl home extens particular eccentr peopl particular eccentr live space subject charmer, 0.88889
romant comedi yes one charact think talk goal work hard decis, 0.5
vivid convey pitfal pleasur love, 0.52778
weak manipul stori miracul abl entertain anyway, 0.47222
farc overcom much excess moral baggag thank two appeal lead perform, 0.45833
first sparkl invent art alway fast furious tale kid go happili along ride, 0.77778
majidi poetic love stori ravish bit draggi time, 0.61111
smartest bonehead comedi summer, 0.11111
effect feed sens chill sight sound within camp creat complet numb experi, 0.61111
love way took chanc realli ask take great leap faith pay, 0.88889
debut film director denzel washington deliv lean engag work, 0.055556
two word tell know decid see anthoni, 0.33333
hopkin, 0.5
movi quiet affirm neighborhood valu give honest glow, 0.48611
teas drama whose relentless revers interest enough make sinner like pray even interest less symmetr less obvious creation, 0.5
hayek stun frida project, 0.5
necessari polit work fascin documentari, 0.55556
hilari acid brit comedi, 0.31944
reveng thriller movi servic realli deliv delici guilti pleasur better film version, 0.5
iron specul democraci cultur unaccustom, 0.083333
vulgar mean like, 0.083333
sever degre shi contest one expect current teen fare, 0.5
inher strength materi well integr filmmak give stori restraint well warmth, 0.52778
led griffin smart nuanc perform enthusiasm cast lot fun materi, 0.5
tuck everlast achiev delic balanc romant innoc philosoph depth, 0.30556
gentl blend present day testimoni surviv footag burstein famili perform histor archiv tell still, 0.43056
generat x artifact captur brief era insan sport arena sure last, 0.22222
possess elizabeth barrett brown meet nanci drew direct neil labut, 0.55556
hmm, 0.77778
uneven intrigu drama part homag part remak italian masterpiec, 0.48611
windtalk celebr human spirit pack emot wallop, 0.54167
never huge fan dicken novel surpris much pleasur watch mcgrath version, 0.73611
best thing film show us mind look like creativ process oper, 0.65278
fail connect divin secret sisterhood nurtur gauzi dither way, 0.5
pretti dicey materi, 0.69444
unexpect zig zag help, 0.84722
filmmak skill evok sens menac natur hold mani urban dweller, 0.26389
paint provid beauti russel dreyfus romant pair heart precious expos histori corner, 0.15278
especi tough grader give charit emperor club, 0.79167
romant thriller steep atmospher wartim england abli captur speech pattern moral code ideal, 0.68056
divin secret sisterhood may exact divin definit defiant ya ya terrif song spirit perform, 0.68056
view term treasur planet famili entertain true fan stevenson novel like prefer disney faith swashbuckl classic, 0.66667
journey memori celebr live sober rumin fatal classism ignor, 0.63889
resourc ingeni entertain, 0.375
antwon fisher earnest effort washington, 0.5
wo rock boat solid filmmak, 0.80556
histor epic courag convict scope detail, 0.61111
need moor noisi cocki energi passion class conscious need shtick need stone, 0.72222
although edit might tighter hush, 0.84722
sympathet captur often futil lifestyl young peopl modern japan, 0.18056
gai come closer actress rememb personifi independ purest yes intimid form, 0.55556
live worth watch path worth follow, 0.76389
rather like lifetim special pleasant sweet forgett, 0.5
moodi elev deft stage director narrat gamesmanship, 0.33333
singular charact studi perfect, 0.88889
also year sweetest movi, 0.44444
grace contempl film gradual art draw us world person polit get fatal intertwin, 0.51389
aggress impress american counterpart bedroom moretti film make quieter observ, 0.41667
experi watch blobbi cgi anim superlarg format surreal enough divert, 0.5
time changer may memor cinema session profound messag fragil exist absenc spiritu guidanc least invad abund mindset, 0.19444
emperor new cloth begin simpl plan well least plan, 0.65278
hayn fanat fetish everi bizarr idiosyncrasi monast devot sure applaud look commit, 0.5
director peter jackson crew steep majesti tolkien write everi frame produc new joy whether fan book, 0.29167
glass slipper quit fit pumpkin definit uniqu modern fairytal, 0.5
drama play ach beauti truth bring tear eye, 0.30556
excit involv rock music doc smart satisfi look insid tumultu world, 0.5
offbeat sometim gross surpris appeal anim film true mean holiday, 0.36111
version incarn prophet book way even exact author might admir, 0.5
sometim noth satisfi like swashbuckl, 0.40278
regard guard deliv, 0.66667
ambit short suppli cinema egoyan tackl theme explor charact crise serious compass, 0.125
imposs romanc root patron iranian lad, 0.5
like dicken passag mcgrath craft quit move scene throughout resolut dramat variat novel, 0.33333
disreput air whole thing make irresist, 0.5
exceed clever piec cinema, 0.44444
anoth great see much terrifi see thriller coupl arrest effect incandesc tone stupend perform, 0.41667
care structur scream conscious tortur unsettl unquestion aliv, 0.51389
quiet reflect melancholi new zealand film event summer girl life, 0.83333
cute funni heartwarm digit anim featur film plenti slapstick humor kid lot adult heart enough everyon, 0.375
solid watchabl first featur director peter sheridan, 0.68056
budget affair expos general sad exist bedouin provid precious twinkl insight live, 0.38889
suggest effect media manipul kind report done suppos liber media intim ultim tragic heartach maverick individu like hatfield hick, 0.54167
workmanlik mayb still film element made three great scari time movi, 0.16667
pleasant enough comedi found summer place, 0.375
branagh forc screen perform ground even softest moment angri revolt wit, 0.16667
though violenc far less sadist usual film typic miik fast furious full imagin flourish, 0.63889
compel exot fast runner plot rival shakespear intrigu treacheri murder, 0.72222
lack origin make intellig stylish, 0.11111
warm presenc zhao benshan make preposter lie hero someth reason, 0.27778
power set evid ever find art matter reson far beyond museum wall pain margin live, 0.59722
director rob marshal went gun make great one, 0.27778
skip work see first opportun, 0.45833
bow best moment get busi basketbal court realli score, 0.11111
offer enough play fun entertain preschool set embrac wholesom attitud, 0.5
end love one film want like much actual, 0.40278
sometim enough, 0.52778
intim ethnic comedi like numer other cut deeper expect, 0.31944
ice cube hold film togeth engag warm perform, 0.55556
deepli weird charm dear, 0.5
blunt depict child abus el bola movi steep ambigu lend conflict symbol reson, 0.77778
despit stori predict enough make sound music play like thriller heart much right place difficult get realli peev, 0.61111
incred danish film bring group peopl togeth sweet charm way littl conveni, 0.69444
cinemat equival good even nonsens claw dig surpris deep, 0.65278
director nalin pan much weigh argument one way, 0.44444
simpli present point view ayurveda work, 0.16667
question, 0.5
empir lack depth make heart, 0.625
claud miller air tight plot easi pace focus charact drama complic, 0.5
full frontal lack themat coher larg make experiment entertain, 0.5
still quit sure point, 0.43056
rich detail gorgeous shot beauti act les destine quiet epic way dare invent refresh unusu, 0.52778
hollywood sheen bedevil film begin lohman moist deepli emot eye shine bogus veneer, 0.77778
realli need film tell us exact romant relationship boy woman work, 0.69444
ford deserv rememb oscar time craft wonder portrait conflict soldier, 0.625
film run time stop shi overkil though viewer may exhaust athlet onscreen, 0.38889
expect surpris checklist teamwork clich, 0.23611
adapt kevin moloni simon ley novel death napoleon direct alan taylor napoleon journey interest parisian rebirth stillborn, 0.44444
